370,papieros
251,papierosy
32,palenie
24,fajka
14,fajki
8,dym
8,rak
7,smród
5,palacz
5,palić
5,tabaka
4,choroba
4,uzależnienie
3,nikotyna
3,pole
3,szlug
3,szlugi
3,zło
2,alkohol
2,cygaro
2,faja
2,malboro
2,nałóg
2,papier
2,pieros
2,płuca
2,roślina
2,śmierć
2,śmierdzi
2,tak
