141,komin
111,ogień
83,papieros
49,siwy
36,ognisko
32,dom
26,z komina
23,pożar
21,biały
18,palić
18,szary
16,papież
16,smog
15,czarny
7,gęsty
7,papierosowy
6,z papierosa
5,popiół
4,palić się
4,papierosy
4,piec
4,płomień
4,smród
3,dach
3,indianie
3,nowela
3,palenie
3,pali się
3,sadza
3,zapach
2,chata
2,czad
2,dymić
2,klub
2,knajpa
2,kominek
2,konopnicka
2,pali
2,papierosa
2,pies
2,smuga
2,szarość
2,śmierdzi
2,tytoń
2,z jałowca
2,z ogniska
2,zanieczyszczenie
2,zima
