243,wodna
136,pokoju
115,papieros
67,tytoń
46,dym
39,palenie
39,palić
22,pokój
17,dziadek
6,papierosy
4,cygaro
4,smród
3,joint
2,kot
2,ogień
2,przyjemność
2,starzec
2,szisza
2,szluga
2,tytoniu
2,woda
