313,tytoń
97,dym
36,palenie
35,nałóg
25,palić
21,palacz
18,fajka
17,nikotyna
17,rak
15,smród
14,śmierć
12,cygaro
12,zapalniczka
10,szlug
9,przyjemność
9,uzależnienie
8,kawa
5,przerwa
4,fajki
4,impreza
4,pet
4,popielniczka
4,szlugi
4,zło
3,choroba
3,elektroniczny
3,filtr
3,malboro
3,narkotyk
3,ogień
3,skręt
3,śmierdzi
3,trucizna
2,alkohol
2,bibułka
2,cienki
2,e-papieros
2,fajnie
2,niezdrowy
2,paczka
2,piwo
2,płuca
2,rak płuc
2,smak
2,szkodzi
2,śmierdzący
2,tabaka
2,tabakiera
2,to już było
